,folder,filename,cosine similarity,sim_folder,sim_filename,euclidean distance,dist_folder,dist_filename
0,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_4.txt,0.78896046,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Khalid R. Alhooshani",Dr. Alhooshani curriculum vitae.docx,9.511607,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Khalid R. Alhooshani",Dr. Alhooshani curriculum vitae.docx
1,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_3.txt,0.86787415,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Boyd VSR_UG 2014",Draft Lucinda Boyd Award Letter.docx,8.174759,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Boyd VSR_UG 2014",Draft Lucinda Boyd Award Letter.docx
2,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_1.txt,0.908622,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,6.3685365,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
3,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_6.txt,0.6611235,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Edwards Postdoc 2018",CV_JulianEdwardsPhD.docx,12.274345,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Edwards Postdoc 2018",CV_JulianEdwardsPhD.docx
4,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_8.txt,0.8383535,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Edwards Postdoc 2018",CV_JulianEdwardsPhD.docx,8.462698,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Edwards Postdoc 2018",CV_JulianEdwardsPhD.docx
5,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_5.txt,0.75580806,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,10.394518,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
6,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_2.txt,0.8876166,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Fang_Lei Volunteer 2011",Lei Fang_CV.docx,7.081365,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Fang_Lei Volunteer 2011",Lei Fang_CV.docx
7,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_7.txt,0.65937304,desktop_grubbs_assistant/2 RHG/Grants/SkTech Proposal (USC) 2012,pub for SkTech USC proposal.docx,11.942252,desktop_grubbs_assistant/2 RHG/Grants/SkTech Proposal (USC) 2012,pub for SkTech USC proposal.docx
8,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_10.txt,0.854568,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Marx_pds_2011",vanessa marx offer .docx,8.042191,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Marx_pds_2011",vanessa marx offer .docx
9,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BRISTOL_MYERS_SQUIBB,BRISTOL_MYERS_SQUIBB_9.txt,0.74316144,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Siu Fong Lee 2014/Siu-Fung Lee student 2014 submitted",CV(updated).docx,10.425953,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Siu Fong Lee 2014/Siu-Fung Lee student 2014 submitted",CV(updated).docx
10,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_19.txt,0.69221973,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,11.587699,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Siu Fong Lee 2014/Siu-Fung Lee student 2014 submitted",CV(updated).docx
11,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_42.txt,0.738652,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,10.45417,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
12,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_40.txt,0.7039592,desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,11.116608,desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx
13,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_22.txt,0.9423449,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,4.955436,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
14,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_6.txt,0.86355007,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Ko JK Reappointment 2021/Ko JK Visitor JUly 2020/misc",Grubbs Letter Ko Visitor.docx,7.78963,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Ko JK Reappointment 2021/Ko JK Visitor JUly 2020/misc",Grubbs Letter Ko Visitor.docx
15,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_7.txt,0.7975414,desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx,9.291251,desktop_grubbs_assistant/2 RHG/Faculty Profiles/2015 Grubbs profile 14-15,Grubbs Pubs Patents 2013-2014.docx
16,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_23.txt,0.8300586,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,8.4644575,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
17,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_32.txt,0.82633775,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,8.453546,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
18,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_3.txt,0.7688278,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,Statement of Work keck 2015.docx,10.0147085,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,Statement of Work keck 2015.docx
19,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_4.txt,0.7886684,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Ko JK Reappointment 2021/Ko JK Visitor JUly 2020/misc",Grubbs Letter Ko Visitor.docx,9.601188,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Ko JK Reappointment 2021/Ko JK Visitor JUly 2020/misc",Grubbs Letter Ko Visitor.docx
20,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_26.txt,0.82487226,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,8.722835,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
21,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_5.txt,0.731662,desktop_grubbs_assistant/2 RHG/Grants/KAUST  2014/KFUPM 2014/KFUPM Report Apr 2015,20150327_Agapie.docx,10.76142,desktop_grubbs_assistant/2 RHG/Grants/KAUST  2014/KFUPM 2014/KFUPM Report Apr 2015,20150327_Agapie.docx
22,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_39.txt,0.6421492,desktop_grubbs_assistant/2 RHG/Grants/KAUST  2014/KFUPM 2014,KFUPM.RHG2014.Summary.docx,13.605378,desktop_grubbs_assistant/2 RHG/Grants/KAUST  2014/KFUPM 2014,KFUPM.RHG2014.Summary.docx
23,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_1.txt,0.8086033,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,8.845135,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
24,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_21.txt,0.6691003,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Khalid R. Alhooshani",Dr. Alhooshani curriculum vitae.docx,12.176993,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Khalid R. Alhooshani",Dr. Alhooshani curriculum vitae.docx
25,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_35.txt,0.72403604,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Kim_pds_2012",dae yu kim appointment.docx,11.380139,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Kim_pds_2012",dae yu kim appointment.docx
26,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_25.txt,0.8141637,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,DAD WMKF Letter 2015.docx,9.033056,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,DAD WMKF Letter 2015.docx
27,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_33.txt,0.7597803,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Yu CJ Guest 2021/YU guest 2020/Yu appointment 2015","CJ YU resume, May,  2015.docx",10.047995,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Yu CJ Guest 2021/YU guest 2020/Yu appointment 2015","CJ YU resume, May,  2015.docx"
28,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_15.txt,0.8854679,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,7.100166,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
29,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_29.txt,0.704606,desktop_grubbs_assistant/2 RHG/Grants/JCAP 2014/JCAP due March 23/JAP bio & support 2017,Current and Pending Support PI Guide.docx,11.000077,desktop_grubbs_assistant/2 RHG/Grants/JCAP 2014/JCAP due March 23/JAP bio & support 2017,Current and Pending Support PI Guide.docx
30,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_11.txt,0.8645296,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,7.5904465,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
31,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_9.txt,0.70273894,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Guzman postdoc 2013",Application Information for Guzman.docx,11.366144,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Guzman postdoc 2013",Application Information for Guzman.docx
32,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_37.txt,0.702229,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Kim_pds_2012",dae yu kim appointment.docx,11.646155,"desktop_grubbs_assistant/2 RHG/RHG Group/RHG Misc Postdoc""Visitors/Kim_pds_2012",dae yu kim appointment.docx
33,Extracted-Text-from-Photographs/GrubbsRD_Consulting_Box_1/BEND_CLOSE,BEND_CLOSE_14.txt,0.89558387,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx,6.7498364,desktop_grubbs_assistant/2 RHG/Grants/USC Keck Aug 2015 copy/Ready for Keck,mark letter keck 2015.docx
